config,regime,seed,lr,steps,depth,validation_mse,test_mse,early_exit_depth4_test_mse,parameter_count,realized_active_sequence_blocks,expected_active_sequence_blocks,expected_budget_relative_to_dense6,executed_sequence_blocks,train_seconds
increasing_ild,matched_expected_active_budget,11,0.003,300,6,0.18795129656791687,0.19116203486919403,0.2068578600883484,3841,92108,92160.0,1.0,115200,0.11726887500844896
increasing_ild,matched_expected_active_budget,10,0.01,300,6,0.03879169374704361,0.034443411976099014,0.04581090062856674,3841,92226,92160.0,1.0,115200,0.11847579199820757
increasing_ild,matched_expected_active_budget,11,0.01,300,6,0.04303503781557083,0.03972715139389038,0.0564778633415699,3841,92108,92160.0,1.0,115200,0.1244700001552701
increasing_ild,matched_expected_active_budget,10,0.03,300,6,0.031131934374570847,0.026144007220864296,0.034163571894168854,3841,92226,92160.0,1.0,115200,0.13307591690681875
increasing_ild,matched_expected_active_budget,11,0.03,300,6,0.024093100801110268,0.022412165999412537,0.02685127593576908,3841,92108,92160.0,1.0,115200,0.13026954210363328
increasing_ild,matched_expected_active_budget,10,0.1,300,6,0.030884120613336563,0.02886313945055008,0.03128194808959961,3841,92226,92160.0,1.0,115200,0.11884991684928536
increasing_ild,matched_expected_active_budget,11,0.1,300,6,0.03928755968809128,0.03495699539780617,0.035700343549251556,3841,92108,92160.0,1.0,115200,0.11632566596381366
dense5,matched_expected_active_budget,10,0.001,288,5,0.23472175002098083,0.23139207065105438,0.2714574337005615,3241,92160,92160.0,1.0,92160,0.0856503751128912
dense5,matched_expected_active_budget,11,0.001,288,5,0.2520507574081421,0.2512628436088562,0.2809978127479553,3241,92160,92160.0,1.0,92160,0.08434566692449152
dense5,matched_expected_active_budget,10,0.003,288,5,0.10153854638338089,0.09764234721660614,0.21901777386665344,3241,92160,92160.0,1.0,92160,0.0863273749127984
dense5,matched_expected_active_budget,11,0.003,288,5,0.15849602222442627,0.15891073644161224,0.2133367508649826,3241,92160,92160.0,1.0,92160,0.08481129189021885
dense5,matched_expected_active_budget,10,0.01,288,5,0.029822900891304016,0.027023006230592728,0.31987476348876953,3241,92160,92160.0,1.0,92160,0.08445150009356439
dense5,matched_expected_active_budget,11,0.01,288,5,0.030242057517170906,0.025356464087963104,0.06506085395812988,3241,92160,92160.0,1.0,92160,0.08265370805747807
dense5,matched_expected_active_budget,10,0.03,288,5,0.015836160629987717,0.01578517258167267,0.326144278049469,3241,92160,92160.0,1.0,92160,0.08351174998097122
dense5,matched_expected_active_budget,11,0.03,288,5,0.015883393585681915,0.01367337629199028,0.11644613742828369,3241,92160,92160.0,1.0,92160,0.08302320912480354
dense5,matched_expected_active_budget,10,0.1,288,5,0.08403211086988449,0.07911575585603714,1.7294491529464722,3241,92160,92160.0,1.0,92160,0.08417287492193282
dense5,matched_expected_active_budget,11,0.1,288,5,0.0329551100730896,0.02719840407371521,0.06260799616575241,3241,92160,92160.0,1.0,92160,0.08679483295418322
