dropout_p,density,single_residual_mean,single_residual_dense,shared_mask_dense_prediction,shared_mask_expected_prediction,shared_mask_prediction_bias,shared_mask_expected_half_mse,shared_mask_dense_half_mse,shared_mask_expected_gradient_da,shared_mask_dense_gradient_da,independent_linear_mean,independent_nonlinear_dense,independent_nonlinear_mean,single_residual_loss_penalty,single_residual_expected_gradient_da,single_residual_dense_gradient_da
0.0,1.0,1.5,1.5,2.0999999999999996,2.1,4.440892098500626e-16,0.9800000000000002,0.9799999999999995,1.96,1.9599999999999995,2.1,2.4,2.4000000000000004,0.0,0.8,0.8
0.1,0.9,1.5000000000000002,1.5,2.0999999999999996,2.1222222222222227,0.02222222222222303,1.0813237311385462,0.9799999999999995,2.23443072702332,1.9599999999999995,2.1000000000000005,2.4,2.4111111111111114,0.01388888888888889,0.8555555555555556,0.8
0.2,0.8,1.5,1.5,2.0999999999999996,2.1500000000000004,0.05000000000000071,1.2165625,0.9799999999999995,2.60625,1.9599999999999995,2.1000000000000005,2.4,2.4250000000000007,0.03125,0.925,0.8
0.4,0.6,1.5,1.5,2.0999999999999996,2.2333333333333334,0.13333333333333375,1.6825925925925933,0.9799999999999995,3.925925925925927,1.9599999999999995,2.1,2.4,2.466666666666667,0.08333333333333334,1.1333333333333333,0.8
0.6,0.4,1.5,1.5,2.0999999999999996,2.4,0.30000000000000027,2.915,0.9799999999999995,7.6,1.9599999999999995,2.1,2.4,2.55,0.18749999999999997,1.5499999999999998,0.8
0.8,0.19999999999999996,1.5,1.5,2.0999999999999996,2.9000000000000004,0.8000000000000007,9.640000000000006,0.9799999999999995,29.400000000000016,1.9599999999999995,2.1,2.4,2.8000000000000003,0.5000000000000001,2.8000000000000007,0.8
