treatment,seed,retained_depth,mask_group,n_masks,ce,accuracy,excess_ce,accuracy_change
decreasing_ild,2702,1,prefix,1,0.4789382815361023,0.9305555820465088,0.39647050201892853,-0.052777767181396484
decreasing_ild,2702,1,all_masks,6,0.6984652777512869,0.8564814825852712,0.6159974982341131,-0.12685186664263406
decreasing_ild,2702,1,keeps_first,1,0.4789382815361023,0.9305555820465088,0.39647050201892853,-0.052777767181396484
decreasing_ild,2702,1,drops_first,5,0.7423706769943237,0.8416666626930237,0.6599028974771499,-0.1416666865348816
decreasing_ild,2702,2,prefix,1,0.18010179698467255,0.9833333492279053,0.09763401746749878,0.0
decreasing_ild,2702,2,all_masks,15,0.3651914487282435,0.9179629643758138,0.28272366921106973,-0.06537038485209147
decreasing_ild,2702,2,keeps_first,5,0.21931579411029817,0.9638888955116272,0.1368480145931244,-0.019444453716278075
decreasing_ild,2702,2,drops_first,10,0.4381292760372162,0.8949999988079071,0.3556614965200424,-0.08833335041999817
decreasing_ild,2702,3,prefix,1,0.10765110701322556,0.9833333492279053,0.02518332749605179,0.0
decreasing_ild,2702,3,all_masks,20,0.2217882476747036,0.9459722191095352,0.13932046815752983,-0.037361130118370056
decreasing_ild,2702,3,keeps_first,10,0.13152213394641876,0.9750000059604644,0.049054354429244995,-0.008333343267440795
decreasing_ild,2702,3,drops_first,10,0.3120543614029884,0.916944432258606,0.22958658188581466,-0.06638891696929931
decreasing_ild,2702,3,alternating,2,0.2051212266087532,0.9472222030162811,0.12265344709157944,-0.036111146211624146
decreasing_ild,2702,4,prefix,1,0.08974394202232361,0.9861111044883728,0.007276162505149841,0.0027777552604675293
decreasing_ild,2702,4,all_masks,15,0.15100135952234267,0.9633333325386048,0.06853358000516892,-0.020000016689300536
decreasing_ild,2702,4,keeps_first,10,0.0994658462703228,0.9791666686534881,0.016998066753149032,-0.004166680574417114
decreasing_ild,2702,4,drops_first,5,0.25407238602638244,0.9316666603088379,0.17160460650920867,-0.05166668891906738
decreasing_ild,2702,5,prefix,1,0.08247149735689163,0.980555534362793,3.7178397178649902e-06,-0.0027778148651123047
decreasing_ild,2702,5,all_masks,6,0.10958083346486092,0.9754629532496134,0.02711305394768715,-0.00787039597829183
decreasing_ild,2702,5,keeps_first,5,0.08686882406473159,0.9816666603088379,0.0044010445475578305,-0.001666688919067383
decreasing_ild,2702,5,drops_first,1,0.2231408804655075,0.9444444179534912,0.14067310094833374,-0.03888893127441406
decreasing_ild,2702,6,prefix,1,0.08246777951717377,0.9833333492279053,0.0,0.0
decreasing_ild,2702,6,all_masks,1,0.08246777951717377,0.9833333492279053,0.0,0.0
decreasing_ild,2702,6,keeps_first,1,0.08246777951717377,0.9833333492279053,0.0,0.0
decreasing_ild,2703,1,prefix,1,0.49428316950798035,0.9388889074325562,0.41029010713100433,-0.041666626930236816
decreasing_ild,2703,1,all_masks,6,0.7106735755999883,0.8393518428007761,0.6266805132230123,-0.14120369156201681
decreasing_ild,2703,1,keeps_first,1,0.49428316950798035,0.9388889074325562,0.41029010713100433,-0.041666626930236816
decreasing_ild,2703,1,drops_first,5,0.7539516568183899,0.8194444298744201,0.6699585944414139,-0.1611111044883728
decreasing_ild,2703,2,prefix,1,0.19692231714725494,0.9777777791023254,0.11292925477027893,-0.0027777552604675293
decreasing_ild,2703,2,all_masks,15,0.37796906729539237,0.9162962873776753,0.29397600491841636,-0.06425924698511759
decreasing_ild,2703,2,keeps_first,5,0.22028908431529998,0.9711111068725586,0.13629602193832396,-0.009444427490234376
decreasing_ild,2703,2,drops_first,10,0.45680905878543854,0.8888888776302337,0.3728159964084625,-0.0916666567325592
decreasing_ild,2703,3,prefix,1,0.11890172213315964,0.9750000238418579,0.034908659756183624,-0.005555510520935059
decreasing_ild,2703,3,all_masks,20,0.23653124868869782,0.9445833414793015,0.1525381863117218,-0.035972192883491516
decreasing_ild,2703,3,keeps_first,10,0.1353091388940811,0.9747222304344177,0.051316076517105104,-0.0058333039283752445
decreasing_ild,2703,3,drops_first,10,0.3377533584833145,0.9144444525241852,0.2537602961063385,-0.06611108183860778
decreasing_ild,2703,3,alternating,2,0.23159445822238922,0.9527778029441833,0.1476013958454132,-0.02777773141860962
decreasing_ild,2703,4,prefix,1,0.09499741345643997,0.9777777791023254,0.011004351079463959,-0.0027777552604675293
decreasing_ild,2703,4,all_masks,15,0.16550472378730774,0.96018519004186,0.08151166141033173,-0.020370344320933025
decreasing_ild,2703,4,keeps_first,10,0.1043849378824234,0.9777777791023254,0.02039187550544739,-0.0027777552604675293
decreasing_ild,2703,4,drops_first,5,0.2877442955970764,0.925000011920929,0.20375123322010041,-0.055555522441864014
decreasing_ild,2703,5,prefix,1,0.08700954169034958,0.9777777791023254,0.0030164793133735657,-0.0027777552604675293
decreasing_ild,2703,5,all_masks,6,0.1197568488617738,0.9717592597007751,0.0357637864847978,-0.008796274662017822
decreasing_ild,2703,5,keeps_first,5,0.09049138575792312,0.9794444441795349,0.006498323380947113,-0.0011110901832580566
decreasing_ild,2703,5,drops_first,1,0.2660841643810272,0.9333333373069763,0.1820911020040512,-0.04722219705581665
decreasing_ild,2703,6,prefix,1,0.08399306237697601,0.980555534362793,0.0,0.0
decreasing_ild,2703,6,all_masks,1,0.08399306237697601,0.980555534362793,0.0,0.0
decreasing_ild,2703,6,keeps_first,1,0.08399306237697601,0.980555534362793,0.0,0.0
decreasing_ild,2704,1,prefix,1,0.3980630338191986,0.9472222328186035,0.3252834230661392,-0.03611111640930176
decreasing_ild,2704,1,all_masks,6,0.5610815534989039,0.8939814865589142,0.48830194274584454,-0.08935186266899109
decreasing_ild,2704,1,keeps_first,1,0.3980630338191986,0.9472222328186035,0.3252834230661392,-0.03611111640930176
decreasing_ild,2704,1,drops_first,5,0.593685257434845,0.8833333373069763,0.5209056466817856,-0.10000001192092896
decreasing_ild,2704,2,prefix,1,0.17369093000888824,0.9694444537162781,0.10091131925582886,-0.013888895511627197
decreasing_ild,2704,2,all_masks,15,0.3172294149796168,0.9305555542310079,0.2444498042265574,-0.05277779499689738
decreasing_ild,2704,2,keeps_first,5,0.19756853878498076,0.9661111116409302,0.12478892803192139,-0.0172222375869751
decreasing_ild,2704,2,drops_first,10,0.3770598530769348,0.9127777755260468,0.3042802423238754,-0.07055557370185853
decreasing_ild,2704,3,prefix,1,0.10202670842409134,0.9777777791023254,0.029247097671031952,-0.005555570125579834
decreasing_ild,2704,3,all_masks,20,0.2084438309073448,0.9516666620969773,0.13566422015428542,-0.03166668713092804
decreasing_ild,2704,3,keeps_first,10,0.12433315515518188,0.9766666650772095,0.051553544402122495,-0.0066666841506958004
decreasing_ild,2704,3,drops_first,10,0.2925545066595078,0.926666659116745,0.21977489590644836,-0.05666669011116028
decreasing_ild,2704,3,alternating,2,0.20727292075753212,0.9541666507720947,0.13449331000447273,-0.029166698455810547
decreasing_ild,2704,4,prefix,1,0.0833241268992424,0.9833333492279053,0.010544516146183014,0.0
decreasing_ild,2704,4,all_masks,15,0.14951791415611904,0.9640740752220154,0.07673830340305964,-0.019259274005889893
decreasing_ild,2704,4,keeps_first,10,0.09459932669997215,0.9802777767181396,0.021819715946912767,-0.003055572509765625
decreasing_ild,2704,4,drops_first,5,0.25935508906841276,0.9316666722297668,0.1865754783153534,-0.05166667699813843
decreasing_ild,2704,5,prefix,1,0.07610789686441422,0.9833333492279053,0.003328286111354828,0.0
decreasing_ild,2704,5,all_masks,6,0.10858257859945297,0.9759259323279063,0.035802967846393585,-0.0074074168999989825
decreasing_ild,2704,5,keeps_first,5,0.08054558634757995,0.9827777862548828,0.007765975594520569,-0.0005555629730224609
decreasing_ild,2704,5,drops_first,1,0.24876753985881805,0.9416666626930237,0.17598792910575867,-0.04166668653488159
decreasing_ild,2704,6,prefix,1,0.07277961075305939,0.9833333492279053,0.0,0.0
decreasing_ild,2704,6,all_masks,1,0.07277961075305939,0.9833333492279053,0.0,0.0
decreasing_ild,2704,6,keeps_first,1,0.07277961075305939,0.9833333492279053,0.0,0.0
decreasing_ild,2705,1,prefix,1,0.46017056703567505,0.9555555582046509,0.38397639989852905,-0.027777791023254395
decreasing_ild,2705,1,all_masks,6,0.7111401756604513,0.8444444437821707,0.6349460085233053,-0.13888890544573465
decreasing_ild,2705,1,keeps_first,1,0.46017056703567505,0.9555555582046509,0.38397639989852905,-0.027777791023254395
decreasing_ild,2705,1,drops_first,5,0.7613340973854065,0.8222222208976746,0.6851399302482605,-0.16111112833023072
decreasing_ild,2705,2,prefix,1,0.17597821354866028,0.9833333492279053,0.09978404641151428,0.0
decreasing_ild,2705,2,all_masks,15,0.37222178479035695,0.9096296270688374,0.29602761765321095,-0.07370372215906779
decreasing_ild,2705,2,keeps_first,5,0.21114108860492706,0.9677777767181397,0.13494692146778106,-0.015555572509765626
decreasing_ild,2705,2,drops_first,10,0.4527621328830719,0.8805555522441864,0.3765679657459259,-0.10277779698371887
decreasing_ild,2705,3,prefix,1,0.10139262676239014,0.9833333492279053,0.02519845962524414,0.0
decreasing_ild,2705,3,all_masks,20,0.2344639550894499,0.938611114025116,0.1582697879523039,-0.044722235202789305
decreasing_ild,2705,3,keeps_first,10,0.128465586155653,0.975555557012558,0.052271419018507,-0.00777779221534729
decreasing_ild,2705,3,drops_first,10,0.3404623240232468,0.901666671037674,0.2642681568861008,-0.08166667819023132
decreasing_ild,2705,3,alternating,2,0.2157987356185913,0.9444444477558136,0.1396045684814453,-0.038888901472091675
decreasing_ild,2705,4,prefix,1,0.08319918066263199,0.9833333492279053,0.007005013525485992,0.0
decreasing_ild,2705,4,all_masks,15,0.16280675729115804,0.957962965965271,0.08661259015401204,-0.02537038326263428
decreasing_ild,2705,4,keeps_first,10,0.09711272716522217,0.9802777826786041,0.020918560028076173,-0.0030555665493011475
decreasing_ild,2705,4,drops_first,5,0.2941948175430298,0.9133333325386047,0.2180006504058838,-0.07000001668930053
decreasing_ild,2705,5,prefix,1,0.07881291955709457,0.9833333492279053,0.002618752419948578,0.0
decreasing_ild,2705,5,all_masks,6,0.11475557461380959,0.9717592696348826,0.03856140747666359,-0.011574079593022665
decreasing_ild,2705,5,keeps_first,5,0.0831602081656456,0.9822222352027893,0.006966041028499603,-0.0011111140251159669
decreasing_ild,2705,5,drops_first,1,0.2727324068546295,0.9194444417953491,0.19653823971748352,-0.06388890743255615
decreasing_ild,2705,6,prefix,1,0.076194167137146,0.9833333492279053,0.0,0.0
decreasing_ild,2705,6,all_masks,1,0.076194167137146,0.9833333492279053,0.0,0.0
decreasing_ild,2705,6,keeps_first,1,0.076194167137146,0.9833333492279053,0.0,0.0
dense3,2701,1,prefix,1,0.6583400964736938,0.8861111402511597,0.572883278131485,-0.0944443941116333
dense3,2701,1,all_masks,3,0.711684783299764,0.8277777830759684,0.6262279649575552,-0.15277775128682455
dense3,2701,1,keeps_first,1,0.6583400964736938,0.8861111402511597,0.572883278131485,-0.0944443941116333
dense3,2701,1,drops_first,2,0.7383571267127991,0.7986111044883728,0.6529003083705902,-0.18194442987442017
dense3,2701,1,alternating,1,0.5645221471786499,0.8777777552604675,0.47906532883644104,-0.10277777910232544
dense3,2701,2,prefix,1,0.17566950619220734,0.9777777791023254,0.09021268784999847,-0.0027777552604675293
dense3,2701,2,all_masks,3,0.24362890919049582,0.9407407442728678,0.15817209084828696,-0.03981479008992513
dense3,2701,2,keeps_first,2,0.21075113117694855,0.9555555582046509,0.12529431283473969,-0.02499997615814209
dense3,2701,2,drops_first,1,0.30938446521759033,0.9111111164093018,0.22392764687538147,-0.06944441795349121
dense3,2701,2,alternating,1,0.24583275616168976,0.9333333373069763,0.1603759378194809,-0.04722219705581665
dense3,2701,3,prefix,1,0.08545681834220886,0.980555534362793,0.0,0.0
dense3,2701,3,all_masks,1,0.08545681834220886,0.980555534362793,0.0,0.0
dense3,2701,3,keeps_first,1,0.08545681834220886,0.980555534362793,0.0,0.0
dense3,2702,1,prefix,1,0.6056526899337769,0.8722222447395325,0.5233768224716187,-0.11388885974884033
dense3,2702,1,all_masks,3,0.6322252154350281,0.8481481472651163,0.5499493479728699,-0.13796295722325644
dense3,2702,1,keeps_first,1,0.6056526899337769,0.8722222447395325,0.5233768224716187,-0.11388885974884033
dense3,2702,1,drops_first,2,0.6455114781856537,0.8361110985279083,0.5632356107234955,-0.15000000596046448
dense3,2702,1,alternating,1,0.540958046913147,0.875,0.45868217945098877,-0.1111111044883728
dense3,2702,2,prefix,1,0.1650572121143341,0.9777777791023254,0.0827813446521759,-0.008333325386047363
dense3,2702,2,all_masks,3,0.2229698896408081,0.9537037014961243,0.1406940221786499,-0.032407402992248535
dense3,2702,2,keeps_first,2,0.19435472786426544,0.9611110985279083,0.11207886040210724,-0.025000005960464478
dense3,2702,2,drops_first,1,0.28020021319389343,0.9388889074325562,0.19792434573173523,-0.04722219705581665
dense3,2702,2,alternating,1,0.22365224361419678,0.9444444179534912,0.14137637615203857,-0.04166668653488159
dense3,2702,3,prefix,1,0.0822758674621582,0.9861111044883728,0.0,0.0
dense3,2702,3,all_masks,1,0.0822758674621582,0.9861111044883728,0.0,0.0
dense3,2702,3,keeps_first,1,0.0822758674621582,0.9861111044883728,0.0,0.0
dense3,2703,1,prefix,1,0.6013267040252686,0.9166666865348816,0.5084279403090477,-0.06111109256744385
dense3,2703,1,all_masks,3,0.5942018826802572,0.8888888955116272,0.5013031189640363,-0.08888888359069824
dense3,2703,1,keeps_first,1,0.6013267040252686,0.9166666865348816,0.5084279403090477,-0.06111109256744385
dense3,2703,1,drops_first,2,0.5906394720077515,0.875,0.4977407082915306,-0.10277777910232544
dense3,2703,1,alternating,1,0.5605771541595459,0.9055555462837219,0.46767839044332504,-0.07222223281860352
dense3,2703,2,prefix,1,0.16312098503112793,0.9777777791023254,0.07022222131490707,0.0
dense3,2703,2,all_masks,3,0.2203519344329834,0.954629639784495,0.12745317071676254,-0.023148139317830402
dense3,2703,2,keeps_first,2,0.18957391381263733,0.9666666686534882,0.09667515009641647,-0.01111111044883728
dense3,2703,2,drops_first,1,0.28190797567367554,0.9305555820465088,0.18900921195745468,-0.04722219705581665
dense3,2703,2,alternating,1,0.21602684259414673,0.9555555582046509,0.12312807887792587,-0.02222222089767456
dense3,2703,3,prefix,1,0.09289876371622086,0.9777777791023254,0.0,0.0
dense3,2703,3,all_masks,1,0.09289876371622086,0.9777777791023254,0.0,0.0
dense3,2703,3,keeps_first,1,0.09289876371622086,0.9777777791023254,0.0,0.0
dense3,2704,1,prefix,1,0.45990151166915894,0.9305555820465088,0.3822975754737854,-0.055555522441864014
dense3,2704,1,all_masks,3,0.49973615010579425,0.9009259343147278,0.4221322139104207,-0.08518517017364502
dense3,2704,1,keeps_first,1,0.45990151166915894,0.9305555820465088,0.3822975754737854,-0.055555522441864014
dense3,2704,1,drops_first,2,0.5196534693241119,0.8861111104488373,0.4420495331287384,-0.09999999403953552
dense3,2704,1,alternating,1,0.5310211777687073,0.894444465637207,0.45341724157333374,-0.09166663885116577
dense3,2704,2,prefix,1,0.16517721116542816,0.9611111283302307,0.08757327497005463,-0.02499997615814209
dense3,2704,2,all_masks,3,0.21191518008708954,0.9518518646558126,0.134311243891716,-0.03425923983256022
dense3,2704,2,keeps_first,2,0.17420535534620285,0.9652777910232544,0.09660141915082932,-0.020833313465118408
dense3,2704,2,drops_first,1,0.2873348295688629,0.925000011920929,0.20973089337348938,-0.06111109256744385
dense3,2704,2,alternating,1,0.18323349952697754,0.9694444537162781,0.105629563331604,-0.016666650772094727
dense3,2704,3,prefix,1,0.07760393619537354,0.9861111044883728,0.0,0.0
dense3,2704,3,all_masks,1,0.07760393619537354,0.9861111044883728,0.0,0.0
dense3,2704,3,keeps_first,1,0.07760393619537354,0.9861111044883728,0.0,0.0
dense3,2705,1,prefix,1,0.5536549687385559,0.9277777671813965,0.4779450222849846,-0.05833333730697632
dense3,2705,1,all_masks,3,0.5836050510406494,0.8722222248713175,0.5078951045870781,-0.11388887961705525
dense3,2705,1,keeps_first,1,0.5536549687385559,0.9277777671813965,0.4779450222849846,-0.05833333730697632
dense3,2705,1,drops_first,2,0.5985800921916962,0.8444444537162781,0.5228701457381248,-0.14166665077209473
dense3,2705,1,alternating,1,0.5845819711685181,0.8666666746139526,0.5088720247149467,-0.11944442987442017
dense3,2705,2,prefix,1,0.16642145812511444,0.9722222089767456,0.09071151167154312,-0.013888895511627197
dense3,2705,2,all_masks,3,0.2180191626151403,0.9472222328186035,0.14230921616156897,-0.03888887166976929
dense3,2705,2,keeps_first,2,0.16899728029966354,0.9666666686534882,0.09328733384609222,-0.019444435834884644
dense3,2705,2,drops_first,1,0.31606292724609375,0.9083333611488342,0.24035298079252243,-0.07777774333953857
dense3,2705,2,alternating,1,0.17157310247421265,0.9611111283302307,0.09586315602064133,-0.02499997615814209
dense3,2705,3,prefix,1,0.07570994645357132,0.9861111044883728,0.0,0.0
dense3,2705,3,all_masks,1,0.07570994645357132,0.9861111044883728,0.0,0.0
dense3,2705,3,keeps_first,1,0.07570994645357132,0.9861111044883728,0.0,0.0
