treatment,seed,lr,model_depth,retained_depth,mask,is_prefix,keeps_first,is_alternating,ce,accuracy,excess_ce,accuracy_change,full_ce,full_accuracy
constant_ild,2701,0.0003,6,2,001001,False,False,False,0.5205587148666382,0.8305555582046509,0.4359182119369507,-0.1527777910232544,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,2,000110,False,False,False,0.48775532841682434,0.8777777552604675,0.40311482548713684,-0.10555559396743774,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,2,000101,False,False,False,0.49340301752090454,0.8611111044883728,0.40876251459121704,-0.12222224473953247,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,2,000011,False,False,False,0.6186528205871582,0.8222222328186035,0.5340123176574707,-0.16111111640930176,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,111000,True,True,False,0.12485400587320328,0.9833333492279053,0.04021350294351578,0.0,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,110100,False,True,False,0.11659274995326996,0.9833333492279053,0.03195224702358246,0.0,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,110010,False,True,False,0.1224232167005539,0.9861111044883728,0.037782713770866394,0.0027777552604675293,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,110001,False,True,False,0.12454040348529816,0.9888888597488403,0.03989990055561066,0.005555510520935059,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,101100,False,True,False,0.1191641241312027,0.980555534362793,0.0345236212015152,-0.0027778148651123047,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,101010,False,True,True,0.12492440640926361,0.980555534362793,0.04028390347957611,-0.0027778148651123047,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,101001,False,True,False,0.12867404520511627,0.9833333492279053,0.04403354227542877,0.0,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,100110,False,True,False,0.14126354455947876,0.9750000238418579,0.05662304162979126,-0.008333325386047363,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,100101,False,True,False,0.1398225724697113,0.9750000238418579,0.055182069540023804,-0.008333325386047363,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,100011,False,True,False,0.1622275710105896,0.9666666388511658,0.0775870680809021,-0.016666710376739502,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,011100,False,False,False,0.2724187970161438,0.9361110925674438,0.1877782940864563,-0.047222256660461426,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,011010,False,False,False,0.2797725200653076,0.9277777671813965,0.19513201713562012,-0.05555558204650879,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,011001,False,False,False,0.2808877229690552,0.9333333373069763,0.19624722003936768,-0.050000011920928955,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,010110,False,False,False,0.28464433550834656,0.9305555820465088,0.20000383257865906,-0.052777767181396484,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,010101,False,False,True,0.2840133607387543,0.9333333373069763,0.19937285780906677,-0.050000011920928955,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,010011,False,False,False,0.30432459712028503,0.9305555820465088,0.21968409419059753,-0.052777767181396484,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,001110,False,False,False,0.329357385635376,0.894444465637207,0.24471688270568848,-0.08888888359069824,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,001101,False,False,False,0.3293551802635193,0.8999999761581421,0.2447146773338318,-0.08333337306976318,0.0846405029296875,0.9833333492279053
constant_ild,2701,0.0003,6,3,001011,False,False,False,0.3717367351055145,0.8861111402511597,0.287096232175827,-0.0972222089767456,0.0846405029296875,0.9833333492279053
